pkuid,cod_rip,cod_reg,cod_prov,cod_cm,cod_uts,pro_com,pro_com_t,comune,comune_a,cc_uts,shape_leng,shape_area,den_cm,den_prov,den_reg,den_rip,den_uts,ontopia,sigla,tipo_uts
519,1,1,004,0,4,4039,4039,Caprauna,,0,12826.6600122,11615189.1416,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004039,CN,Provincia
520,1,1,004,0,4,4040,4040,Caraglio,,0,26363.7635933,41904293.7969,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004040,CN,Provincia
521,1,1,004,0,4,4041,4041,Caramagna Piemonte,,0,22995.7949611,26378058.3878,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004041,CN,Provincia
522,1,1,004,0,4,4042,4042,Cardè,,0,20938.6846257,19402887.9664,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004042,CN,Provincia
523,1,1,004,0,4,4043,4043,Carrù,,0,21578.680354,25821800.4759,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004043,CN,Provincia
524,1,1,004,0,4,4044,4044,Cartignano,,0,16436.179898,6347195.47279,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004044,CN,Provincia
525,1,1,004,0,4,4045,4045,Casalgrasso,,0,25599.136361,17882680.1405,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004045,CN,Provincia
526,1,1,004,0,4,4046,4046,Castagnito,,0,13726.3510736,7096456.3992,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004046,CN,Provincia
527,1,1,004,0,4,4047,4047,Casteldelfino,,0,25836.6247779,33926705.7667,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004047,CN,Provincia
528,1,1,004,0,4,4049,4049,Castelletto Stura,,0,18674.055323,16984390.1315,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004049,CN,Provincia
529,1,1,004,0,4,4050,4050,Castelletto Uzzone,,0,16890.5278382,15268271.6652,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004050,CN,Provincia
530,1,1,004,0,4,4051,4051,Castellinaldo d'Alba,,0,12032.4901382,7601070.31789,-,Cuneo,Piemonte,Nord-ovest,Cuneo,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/004051,CN,Provincia
